date,location,venue,address,prefecture,city,lat,lon,source,url
2025-10-11 00:00:00,群馬県北群馬郡,カインズ前橋吉岡店　群馬県北群馬郡吉岡町大久保８２１,カインズ前橋吉岡店　群馬県北群馬郡吉岡町大久保８２１,群馬県,北群馬郡,36.421062,139.02519,LatteChannel,https://lattechannel.com/event_2025_wontimemarche_10_11/
2025-10-04 00:00:00,埼玉県加須市,加須はなさき公園　埼玉県加須市水深１７２２,加須はなさき公園　埼玉県加須市水深１７２２,埼玉県,加須市,36.10167,139.63333,LatteChannel,https://lattechannel.com/event_2025_wontimemarche_10_4/
2025-09-13 00:00:00,埼玉県越谷市,レイクタウン大芝生公園　埼玉県越谷市レイクタウン８丁目３−１,レイクタウン大芝生公園　埼玉県越谷市レイクタウン８丁目３−１,埼玉県,越谷市,35.879778,139.82333,LatteChannel,https://lattechannel.com/event_2025_inunoomaturi_9_13/
2025-09-13 00:00:00,青森県弘前市,土淵川吉野町緑地　青森県弘前市吉野町2-7,土淵川吉野町緑地　青森県弘前市吉野町2-7,青森県,弘前市,40.59866932,140.47201831,LatteChannel,https://lattechannel.com/event_2025_wonwonmarche_9_13/
2025-08-16 00:00:00,岐阜県土岐市,イオンモール土岐　岐阜県土岐市土岐津町土岐口１３７２−１,イオンモール土岐　岐阜県土岐市土岐津町土岐口１３７２−１,岐阜県,土岐市,35.34712,137.15523,LatteChannel,https://lattechannel.com/vent_2025_wanwonderfes_8_16/
2025-09-13 00:00:00,兵庫県伊丹市,伊丹スカイパーク　兵庫県伊丹市森本７丁目１−１,伊丹スカイパーク　兵庫県伊丹市森本７丁目１−１,兵庫県,伊丹市,34.77972,135.43972,LatteChannel,https://lattechannel.com/event_2025_skywannyanmarket_9_13/
2025-09-07 00:00:00,広島県広島市,アヴィーユビル5階イベントスペース　広島県広島市佐伯区吉見園1-25,アヴィーユビル5階イベントスペース　広島県広島市佐伯区吉見園1-25,広島県,広島市,34.3669167,132.3681361,LatteChannel,https://lattechannel.com/event_2025_salonmarche_9_7/
2025-08-23 00:00:00,北海道釧路郡,別保公園　 北海道釧路郡釧路町別保原野,別保公園　 北海道釧路郡釧路町別保原野,北海道,釧路郡,42.99472,144.45889,LatteChannel,https://lattechannel.com/event_2025_wannyanmarchekushiro_%ef%bc%98_23/
2025-08-17 00:00:00,愛知県春日井市,フレスポ春日井 はるいち区画 室内スペース　愛知県春日井市追進町２―１―５,フレスポ春日井 はるいち区画 室内スペース　愛知県春日井市追進町２―１―５,愛知県,春日井市,35.22578,136.94058,LatteChannel,https://lattechannel.com/event_2025_hogoinuomiaikaiandmarche_8_17/
2025-08-06 00:00:00,大阪府茨木市,ダムパークいばきた　大阪府茨木市生保５３−１,ダムパークいばきた　大阪府茨木市生保５３−１,大阪府,茨木市,34.6198813,135.490357,LatteChannel,https://lattechannel.com/event_2025_atumarewanderland_8_6/
2025-01-11 00:00:00,,,神奈川県,神奈川県,,35.44778,139.6425,equall LIFE,https://media.equall.jp/archives/10445
2025-01-31 to 2025-02-03,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-01-17 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-01-04 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-01-25 00:00:00,海老名,,神奈川県海老名市,神奈川県,海老名,35.44778,139.6425,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-02-23 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-02-09 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-02-08 00:00:00,,,富士芝桜まつり  国道139号  富士河口湖町  南都留郡  山梨県  418-0101  日本,山梨県,南都留郡,35.4433135,138.6010037,equall LIFE,https://media.equall.jp/archives/10445
2025-02-15 00:00:00,,,東京都,東京都,,35.6895,139.6917,equall LIFE,https://media.equall.jp/archives/10445
2025-02-15 00:00:00,,,千葉県,千葉県,,35.60472,140.12333,equall LIFE,https://media.equall.jp/archives/10445
2025-02-26 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-02-22 00:00:00,,,福岡県,福岡県,,33.60639,130.41806,equall LIFE,https://media.equall.jp/archives/10445
2025-02-22 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-02-15 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-02-23 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-03-08 00:00:00,,,静岡県,静岡県,,34.97694,138.38306,equall LIFE,https://media.equall.jp/archives/10445
2025-03-01 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-04-27 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-03-01 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-03-16 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-03-29 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-03-30 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-04-03 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-04-12 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-04-13 00:00:00,,,大阪府,大阪府,,34.68639,135.52,equall LIFE,https://media.equall.jp/archives/10445
2025-04-12 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-04-12 00:00:00,,,宮城県,宮城県,,38.26889,140.87194,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-04-20 00:00:00,,,ZIPANG  小野原豊中線  小野原西四丁目  箕面市  大阪府  562-0032  日本,大阪府,箕面市,34.8304062,135.5105632,equall LIFE,https://media.equall.jp/archives/10445
2025-04-20 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-04-19 00:00:00,,,山口県,山口県,,34.18583,131.47139,equall LIFE,https://media.equall.jp/archives/10445
,,,新潟県,新潟県,,37.90222,139.02361,equall LIFE,https://media.equall.jp/archives/10445
2025-04-12 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-04-12 00:00:00,,,東京都,東京都,,35.6895,139.6917,equall LIFE,https://media.equall.jp/archives/10445
2025-04-19 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-05-24 00:00:00,,,静岡県,静岡県,,34.97694,138.38306,equall LIFE,https://media.equall.jp/archives/10445
2025-05-03 00:00:00,,,ペット王国  生中橋通  舎利寺三丁目  生野区  大阪市  大阪府  544-0011  日本,大阪府,大阪市,34.6457266,135.5393104,equall LIFE,https://media.equall.jp/archives/10445
2025-05-17 00:00:00,でリアル投票も可能となり、18日（日）にはグランプリが決定,,でリアル投票も可能となり、18日（日）にはグランプリが決定,千葉県,でリアル投票も可能となり、18日（日）にはグランプリが決定,35.60472,140.12333,equall LIFE,https://media.equall.jp/archives/10445
,,,東京都,東京都,,35.6895,139.6917,equall LIFE,https://media.equall.jp/archives/10445
2025-05-24 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-05-24 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-05-25 00:00:00,,,日本キリスト教会 柳川教会  枝光今古賀線  辻町  柳川市  福岡県  832-0045  日本,福岡県,柳川市,33.1644289,130.4068848,equall LIFE,https://media.equall.jp/archives/10445
2025-05-24 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-05-24 00:00:00,(静岡県浜松市),,(静岡県浜松市),静岡県,浜松市),34.76111,137.61333,equall LIFE,https://media.equall.jp/archives/10445
2025-05-31 to 2025-06-01,,,東京都,東京都,,35.6895,139.6917,equall LIFE,https://media.equall.jp/archives/10445
2025-05-03 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-05-26 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-05-17 00:00:00,,,東京都,東京都,,35.6895,139.6917,equall LIFE,https://media.equall.jp/archives/10445
2025-05-10 00:00:00,,,新潟県,新潟県,,37.90222,139.02361,equall LIFE,https://media.equall.jp/archives/10445
2025-05-31 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-05-03 00:00:00,,,千葉県,千葉県,,35.60472,140.12333,equall LIFE,https://media.equall.jp/archives/10445
2025-06-13 00:00:00,,,大阪府,大阪府,,34.68639,135.52,equall LIFE,https://media.equall.jp/archives/10445
2025-06-02 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-06-07 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,大阪府,大阪府,,34.68639,135.52,equall LIFE,https://media.equall.jp/archives/10445
2025-06-01 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-06-27 00:00:00,,,東京都,東京都,,35.6895,139.6917,equall LIFE,https://media.equall.jp/archives/10445
2025-05-12 00:00:00,愛知県名古屋市,,面積を昨年開催時の約2倍に拡大し、過去最多となる180超の出展者が全国から大集合。猫雑貨、衣類、ペット用品、アートなど、猫に関する様々なモノや企画が集まる、東海エリア最大級の猫グッズイベントです。本イベントは、お得な前売り券を5月12日（月）より発売開始します。本リリースではイベントのみどころや概要、チケット情報について発表いたします。,愛知県,面積を昨年開催時の約2倍に拡大し、過去最多となる180超の出展者が全国から大集合。猫雑貨、衣類、ペット用品、アートなど、猫に関する様々なモノや企画が集まる、東海エリア最大級の猫グッズイベントです。本イベントは、お得な前売り券を5月12日（月）より発売開始します。本リリースではイベントのみどころや概要、チケット情報について発表いたします。,35.18028,136.90667,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-07-19 00:00:00,,,愛知県,愛知県,,35.18028,136.90667,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-08-09 00:00:00,,,広島県,広島県,,34.39639,132.45944,equall LIFE,https://media.equall.jp/archives/10445
2025-08-30 00:00:00,HP,,HP,北海道,HP,35.2751526,149.1276553,equall LIFE,https://media.equall.jp/archives/10445
2025-08-23 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-08-23 00:00:00,,,福岡県,福岡県,,33.60639,130.41806,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025,,,北海道,北海道,,43.06417,141.34694,equall LIFE,https://media.equall.jp/archives/10445
,,,神奈川県,神奈川県,,35.44778,139.6425,equall LIFE,https://media.equall.jp/archives/10445
2025-09-20 00:00:00,,,長野県,長野県,,36.65139,138.18111,equall LIFE,https://media.equall.jp/archives/10445
2025-09-06 00:00:00,,,北海道,北海道,,43.06417,141.34694,equall LIFE,https://media.equall.jp/archives/10445
,,,茨城県,茨城県,,36.34139,140.44667,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,東京都,東京都,,35.6895,139.6917,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-10-18 00:00:00,は、まるでおとぎ話の中のよう。,,は、まるでおとぎ話の中のよう。,,は、まるでおとぎ話の中のよう。,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,神奈川県,神奈川県,,35.44778,139.6425,equall LIFE,https://media.equall.jp/archives/10445
2025-11-01 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-11-08 00:00:00,(浜松市西区村櫛町5475-1),,(浜松市西区村櫛町5475-1),静岡県,(浜松市西区村櫛町5475-1),34.97694,138.38306,equall LIFE,https://media.equall.jp/archives/10445
,,,東京都,東京都,,35.6895,139.6917,equall LIFE,https://media.equall.jp/archives/10445
2025-11-01 00:00:00,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-11-01 00:00:00,,,あいらぶ ペット  国道479号  小路東一丁目  東成区  大阪市  大阪府  577-0058  日本,大阪府,大阪市,34.6648902,135.5548316,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,に24店舗が並びます。一足早いクリスマスプレゼントのお買い物を楽しみましょう！,,に24店舗が並びます。一足早いクリスマスプレゼントのお買い物を楽しみましょう！,,に24店舗が並びます。一足早いクリスマスプレゼントのお買い物を楽しみましょう！,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
,,,,,,,,equall LIFE,https://media.equall.jp/archives/10445
2025-12-24 00:00:00,,,東京都,東京都,,35.6895,139.6917,和黒柴な日々,https://kuro-shiba.net/post-9112/
2025-05-24 00:00:00,,,兵庫県,兵庫県,,34.69139,135.18306,和黒柴な日々,https://kuro-shiba.net/post-9112/
2025-05-27 00:00:00,,,,,,,,和黒柴な日々,https://kuro-shiba.net/post-9112/
2025-11-11 00:00:00,金,,金,,金,33.735511,131.679061,和黒柴な日々,https://kuro-shiba.net/post-9112/
,,,栃木県,栃木県,,36.56583,139.88361,ワンコnowa,https://wankonowa.com/column/event/1426/
2025,,,東京都,東京都,,35.6895,139.6917,ワンコnowa,https://wankonowa.com/column/event/1426/
,,,東京都,東京都,,35.6895,139.6917,ワンコnowa,https://wankonowa.com/column/event/1426/
,,,東京都,東京都,,35.6895,139.6917,ワンコnowa,https://wankonowa.com/column/event/1426/
,,,東京都,東京都,,35.6895,139.6917,ワンコnowa,https://wankonowa.com/column/event/1426/
,,,埼玉県,埼玉県,,35.85694,139.64889,ワンコnowa,https://wankonowa.com/column/event/1426/
,,,埼玉県,埼玉県,,35.85694,139.64889,ワンコnowa,https://wankonowa.com/column/event/1426/
,,,千葉県,千葉県,,35.60472,140.12333,ワンコnowa,https://wankonowa.com/column/event/1426/
,,,茨城県,茨城県,,36.34139,140.44667,ワンコnowa,https://wankonowa.com/column/event/1426/
,,,東京都,東京都,,35.6895,139.6917,ワンコnowa,https://wankonowa.com/column/event/1426/
